numsolution,numrex,mini_cout,maxi_cout,reel_cout,code_monnaie_cout,code_unite_cout,difficulte,gain,code_monnaie_gain,code_periode_gain,energie_gain,code_unite_energie,code_periode_energie,ges_gain,mini_gain,maxi_gain,moyen_gain,reel_gain,tri_reel,tri_min,tri_max
240,1361,,,,0,0,,,1,1,,1,1,,,,,,,,
240,1373,,,,0,0,,,1,1,,1,1,,,,,,,,
240,1374,,,,0,0,,,1,1,,1,1,,,,,,,,
240,1375,,,,0,0,,,1,1,,1,1,,,,,,,,
240,1376,,,,0,0,,,1,1,,1,1,,,,,,,,
240,1377,,,,0,0,,,1,1,,1,1,,,,,,,,
240,1378,,,,0,0,,,1,1,,1,1,,,,,,,,
240,1379,,,,0,0,,,1,1,,1,1,,,,,,,,
240,1380,,,,0,0,,,1,1,,1,1,,,,,,,,
240,1381,,,,0,0,,,1,1,,1,1,,,,,,,,
240,1382,,,,0,0,,,1,1,,1,1,,,,,,,,
240,1383,,,,0,0,,,1,1,,1,1,,,,,,,,
240,1384,,,,0,0,,,1,1,,1,1,,,,,,,,
240,1385,,,,0,0,,,1,1,,1,1,,,,,,,,
240,1386,,,,0,0,,,1,1,,1,1,,,,,,,,
240,1387,,,,0,0,,,1,1,,1,1,,,,,,,,
240,1388,,,,0,0,,,1,1,,1,1,,,,,,,,
240,1389,,,,0,0,,,1,1,,1,1,,,,,,,,
240,1390,,,,0,0,,,1,1,,1,1,,,,,,,,
240,1391,,,,0,0,,,1,1,,1,1,,,,,,,,
240,1392,,,,0,0,,,1,1,,1,1,,,,,,,,
240,1393,,,,0,0,,,1,1,,1,1,,,,,,,,
240,1394,,,,0,0,,,1,1,,1,1,,,,,,,,
240,1395,,,,0,0,,,1,1,,1,1,,,,,,,,
240,1396,,,,0,0,,,1,1,,1,1,,,,,,,,
240,1397,,,,0,0,,,1,1,,1,1,,,,,,,,
240,1398,,,,0,0,,,1,1,,1,1,,,,,,,,
240,1399,,,,0,0,,,1,1,,1,1,,,,,,,,
240,1400,,,,0,0,,,1,1,,1,1,,,,,,,,
240,1401,,,,0,0,,,1,1,,1,1,,,,,,,,
240,1402,,,,0,0,,,1,1,,1,1,,,,,,,,
240,1403,,,,0,0,,,1,1,,1,1,,,,,,,,
240,1404,,,,0,0,,,1,1,,1,1,,,,,,,,
240,1405,,,,0,0,,,1,1,,1,1,,,,,,,,
240,1406,,,,0,0,,,1,1,,1,1,,,,,,,,
240,1407,,,,0,0,,,1,1,,1,1,,,,,,,,
240,1408,,,,0,0,,,1,1,,1,1,,,,,,,,
240,1409,,,,0,0,,,1,1,,1,1,,,,,,,,
240,1410,,,,0,0,,,1,1,,1,1,,,,,,,,
240,1411,,,,0,0,,,1,1,,1,1,,,,,,,,
240,1412,,,,0,0,,,1,1,,1,1,,,,,,,,
240,1413,,,,0,0,,,1,1,,1,1,,,,,,,,
240,1414,,,,0,0,,,1,1,,1,1,,,,,,,,
240,1415,,,,0,0,,,1,1,,1,1,,,,,,,,
240,1416,,,,0,0,,,1,1,,1,1,,,,,,,,
240,1417,,,,0,0,,,1,1,,1,1,,,,,,,,
240,1418,,,,0,0,,,1,1,,1,1,,,,,,,,
240,1419,,,,0,0,,,1,1,,1,1,,,,,,,,
240,1425,,,,0,0,,360000.0,4,3,4800.0,12,1,4700.0,,,,,,,
240,1426,,,,0,0,,,1,1,,1,1,,,,,,,,
240,1428,,,,0,0,,,1,1,,1,1,,,,,,,,
240,1429,,,,0,0,,,1,1,,1,1,,,,,,,,
240,1432,,,,0,0,,,1,1,,1,1,,,,,,,,
240,1453,0.0,0.0,4000000.0,2,1,,,1,1,,1,1,,,,,,,,
240,1454,,,,0,0,,,1,1,,1,1,,,,,,,,
240,1484,,,,0,0,,,1,1,,1,1,,,,,,,,
240,1490,0.0,0.0,10000.0,6,1,,1500000.0,6,3,,1,1,11000.0,,,,,,,
240,1510,,,,0,0,,,1,1,,1,1,,,,,,,,
240,1576,0.0,0.0,732000.0,3,1,,270000.0,3,3,6700000.0,5,1,7938.0,,,,,2.7,,
240,1586,,,,0,0,,,1,1,,1,1,,,,,,,,
240,1765,,,,0,0,,,1,1,,1,1,,,,,,,,
240,1784,,,,0,0,,,1,1,,1,1,,,,,,,,
240,1803,0.0,0.0,1000000000.0,3,1,,70000000.0,3,1,,1,1,4400.0,,,,,14.3,,
240,1804,,,,0,0,,5616600.0,3,2,,1,1,,,,,,,,
240,1809,0.0,0.0,4500000.0,3,1,,,1,1,,1,1,18000.0,,,,,,,
240,1814,,,,0,0,,6300.0,3,3,,1,1,,,,,,,,
240,1815,0.0,0.0,470000.0,3,1,,32000.0,3,3,,1,1,,,,,,,6.0,8.0
240,1817,0.0,0.0,217440.0,3,1,,,1,1,,1,1,,,,,,,,
240,1819,,,,0,0,,,1,1,,1,1,,,,,,,,
240,1821,,,,0,0,,,1,1,,1,1,,,,,,,,
240,1822,0.0,0.0,380000.0,3,1,,170000.0,3,3,,1,1,,,,,,,,
240,1831,,,,0,0,,,3,3,,1,1,,,,,,,,
240,1832,,,,0,0,,,1,1,,1,1,,,,,,,,
240,1833,0.0,0.0,25000000.0,3,1,,6000000.0,3,1,,1,1,500.0,,,,,4.2,,
240,1834,,,,0,0,,1700000.0,3,3,,1,1,,,,,,,,
240,1842,,,,0,0,,903000.0,3,3,,1,1,,,,,,3.3,,
240,1859,,,,0,0,,,1,1,,1,1,,,,,,,,
240,1860,0.0,0.0,120000.0,3,1,,46250.0,3,3,,1,1,,,,,,2.6,,
240,1863,,,,0,0,,,1,1,,1,1,,,,,,,,
240,1864,,,,0,0,,,1,1,,1,1,,,,,,,,
240,1865,,,,0,0,,,1,1,,1,1,,,,,,,,
240,1867,,,,0,0,,,1,1,,1,1,,,,,,,,
240,1868,,,,0,0,,,1,1,,1,1,,,,,,,,
240,1869,,,,0,0,,,1,1,,1,1,,,,,,,,
240,1870,,,,0,0,,,1,1,,1,1,,,,,,,,
240,1871,,,,0,0,,,1,1,,1,1,,,,,,,,
240,1872,,,,0,0,,,1,1,,1,1,,,,,,,,
240,1873,,,,0,0,,,1,1,,1,1,,,,,,,,
240,1874,,,,0,0,,,1,1,,1,1,,,,,,,,
240,1876,0.0,0.0,10000000.0,3,1,,,1,1,,1,1,36000.0,,,,,,,
240,1877,0.0,0.0,2160000.0,3,1,,540000.0,3,3,,1,1,,,,,,4.0,,
240,1878,,,,0,0,,,1,1,,1,1,,,,,,,,
240,1887,,,,0,0,,,1,1,,1,1,,,,,,,,
240,1892,0.0,0.0,4000000.0,3,1,,1000000.0,3,1,,1,1,,,,,,4.0,,
240,1893,0.0,0.0,3100000.0,3,1,,335000.0,3,3,,1,1,,,,,,9.2,,
240,1899,,,,0,0,,,1,1,,1,1,,,,,,,,
240,1900,,,,0,0,,,1,1,,1,1,,,,,,,,
240,1902,,,,0,0,,,1,1,,1,1,,,,,,,,
240,1903,,,,0,0,,,1,3,8000.0,12,1,,,,,,,,
240,1904,,,,0,0,,600000.0,3,3,27600.0,12,1,27600.0,,,,,,,
240,1905,0.0,0.0,1000000.0,3,1,,,1,1,,1,1,,,,,0.2,,,
240,1908,,,,0,0,,200000.0,3,3,,1,1,,,,,,,,
240,1909,,,,0,0,,223000.0,3,3,1500.0,5,1,,,,,,,,
240,1912,0.0,0.0,12500000.0,3,1,,,0,0,,0,0,,,,,,,,
240,1913,0.0,0.0,2700000.0,3,1,,,0,0,,0,0,,,,,,,,
240,1914,0.0,0.0,1200000.0,3,1,,,0,0,,0,0,,,,,,,,
240,1915,0.0,0.0,2057000.0,3,1,,,0,0,,0,0,,,,,,,,
240,1917,0.0,0.0,2000000.0,3,1,,,0,0,,0,0,,,,,,,,
240,1919,0.0,0.0,1200000.0,3,1,,,0,0,,0,0,,,,,,,,
240,1931,,,,0,0,,,1,1,,1,1,,,,,,,,
240,1934,,,,0,0,,,1,1,,1,1,,,,,,,,
240,1940,,,,0,0,,,1,1,,1,1,,,,,,,,
240,1942,,,,0,0,,,1,1,,1,1,,,,,,,,
240,1948,,,,0,0,,,1,1,,1,1,,,,,,,,
240,1959,,,,0,0,,,1,3,20000.0,12,1,,,,,,,,
240,1981,,,,0,0,,,1,1,,1,1,,,,,,,,
240,1985,,,,0,0,,,1,1,,1,1,,,,,,,,
241,67,,,,0,0,,6300.0,2,2,,1,1,,,,,,,,
241,345,,,,0,0,,,1,1,,1,1,,,,,0.194,,,
241,383,,,,0,0,,3400.0,2,3,,1,1,,,,,,,,
241,472,,,,0,0,,,1,1,,1,1,,,,,,,,
242,1582,,,,0,0,,15314.0,3,3,,1,1,,,,,,,,
243,586,0.0,0.0,150000.0,7,1,,35000.0,7,3,7500.0,5,1,,,,,,4.28,,
245,477,,,,0,0,,,1,1,,1,1,,,,,,,,
245,665,,,,0,0,,,1,1,,1,1,,,,,,,,
245,689,,,,0,0,,,1,1,,1,1,,,,,,,,
245,690,,,,0,0,,,1,1,,1,1,,,,,,,,
245,813,,,,0,0,,,1,1,,1,1,,,,,,,,
245,2052,,,,0,0,,,1,1,,1,1,,,,,,,,
245,2058,,,,0,0,,,1,1,,1,1,,,,,,,,
245,2061,,,,0,0,,,1,1,,1,1,,,,,,,,
245,2071,,,,0,0,,,1,1,,1,1,,,,,,,,
246,98,0.0,0.0,300.0,3,1,,600.0,3,3,1044.0,7,3,3.2,,,,,0.5,,
246,99,0.0,0.0,624000.0,3,1,3.0,1225033.0,3,3,,1,1,51137.0,,,,,0.5,,
246,99,0.0,0.0,624000.0,3,1,3.0,,1,1,33643.0,15,3,,,,,,,,
246,111,,,,0,0,,,1,1,75000.0,7,3,,,,,,,2.0,3.0
246,166,0.0,0.0,4762.0,3,1,,8750.0,3,3,,1,1,950.0,,,,,0.58,,
246,423,,,,0,0,,,1,1,,1,1,,,,,,,,
246,518,0.0,0.0,95000.0,9,1,,,1,1,,1,1,,,,,,,,
246,540,0.0,0.0,17899000.0,7,1,,23865333.0,7,3,,1,1,,,,,,0.75,,
246,541,0.0,0.0,1000000.0,7,1,,168000000.0,7,1,,1,1,,,,,,0.02,,
246,1491,,,,0,0,,,1,1,,1,1,9000.0,,,,,,,
246,1576,0.0,0.0,5000.0,3,1,,3000.0,3,3,,1,1,23.0,,,,,1.8,,
246,1577,0.0,0.0,3220.0,3,1,,72000.0,3,3,6730.0,11,3,,,,,,0.3,,
246,1674,0.0,0.0,341600.0,5,1,,,1,3,2698.0,2,1,163.0,,,,,,,
246,1806,0.0,0.0,296000.0,3,1,,376000.0,3,3,82000.0,11,1,,,,,,0.8,,
246,1853,,,,0,0,,,1,1,,1,1,,,,,,,,
246,1855,,,,0,0,,,1,1,,1,1,,,,,,,,
246,1856,,,,0,0,,,1,1,,1,1,,,,,,,,
246,1857,,,,0,0,,,1,1,,1,1,,,,,,,,
246,1858,,,,0,0,,,1,1,,1,1,,,,,,,,
248,2,0.0,0.0,8333.0,3,1,8.0,72307.0,3,3,,1,1,2216.0,,,,0.8,0.12,,
249,89,0.0,0.0,12673.0,3,1,,,0,0,,0,0,,,,,,,,
249,717,,,,0,0,,,1,1,,1,1,,,,,,,,
249,1259,0.0,0.0,7711.0,3,1,,2640.0,3,3,37746.0,5,1,,,,,,2.9,,
250,393,,,,0,0,,,1,1,38404.0,5,3,,,,,0.22,,,
250,397,0.0,0.0,32500.0,2,1,,738.0,2,3,8400.0,5,3,,,,,0.018,44.0,,
250,426,0.0,0.0,16.0,2,8,,8.0,2,1,,1,1,,,,,0.5,,,
250,427,,,,0,0,,,1,1,349680.0,6,2,,,,,,,,
250,428,,,,0,0,,,1,1,6660000.0,6,2,,,,,,,,
250,450,0.0,0.0,3850.0,2,1,,,0,0,,0,0,,,,,,,,
250,597,,,,0,0,,,1,1,,1,1,,,,,,,,
250,608,,,,0,0,,,1,1,,1,1,,,,,,,10.0,
250,621,,,,0,0,,,1,1,,1,1,,,,,,,,
250,625,,,,0,0,,,1,1,,1,1,,,,,,,,
250,627,,,,0,0,,,1,1,,1,1,,,,,,,,
250,750,0.0,0.0,690000.0,7,1,,900000.0,7,3,,1,1,,,,,0.1,1.4,,
250,1198,,,,0,0,,,1,1,,1,1,,,,,,,,
250,1217,,,,0,0,,,1,1,,1,1,,,,,,,,
250,1263,,,,0,0,,,1,1,,1,1,,,,,,,10.0,
250,1281,,,,0,0,,,1,1,,1,1,,,,,,,,
250,1771,,,,0,0,,,1,1,,1,1,,,,,,,,
250,2049,,,,0,0,,,1,1,,1,1,,,,,,,,
250,2071,,,,0,0,,,1,1,,1,1,,,,,,,,
251,393,,,,0,0,,,1,1,59094.0,5,3,,,,,0.35,,,
251,427,,,,0,0,,,1,1,1008000.0,6,2,,,,,,,,
251,597,,,,0,0,,,1,1,,1,1,,,,,,,,
251,608,,,,0,0,,,1,1,,1,1,,,,,,,,
251,621,,,,0,0,,,1,1,,1,1,,,,,,,,
251,625,,,,0,0,,,1,1,,1,1,,,,,,,,
251,627,,,,0,0,,,1,1,,1,1,,,,,,,,
252,431,,,,0,0,,,1,1,8425000.0,6,2,,,,,,,,
252,505,,,,0,0,,,1,1,,1,1,,,,,,,,
252,626,,,,0,0,,,1,1,,1,1,,,,,,,,
252,627,,,,0,0,,,1,1,,1,1,,,,,,,,
252,1198,,,,0,0,,,1,1,,1,1,,,,,,,,
252,1263,,,,0,0,,,1,1,,1,1,,,,,,,,
252,2049,,,,0,0,,,1,1,,1,1,,,,,,,,
253,344,,,,0,0,,,2,3,,15,3,,,,,,,,
253,366,,,,0,0,,,1,1,,1,1,,,,,,,,
253,367,,,,0,0,,,1,1,,1,1,,,,,,,,
253,393,,,,0,0,,,1,1,49034.0,5,3,,,,,0.29,,,
253,397,0.0,0.0,258000.0,2,1,,5700.0,2,3,55.0,12,3,,,,,0.137,50.0,,
253,410,0.0,0.0,1569000.0,2,1,3.0,,1,1,,1,1,,,,,,,,
253,425,,,,0,0,,,1,1,1048604.0,6,1,,,,,,,,
253,426,0.0,0.0,530.0,2,1,,21.0,2,1,,1,1,,,,,0.04,,,
253,428,,,,0,0,,,1,1,4777000.0,6,2,,,,,,,,
253,428,,,,0,0,,,1,1,4571000.0,6,2,,,,,,,,
253,431,,,,0,0,,,1,1,8425000.0,6,2,,,,,,,,
253,432,0.0,0.0,397293.0,2,1,,6800.0,2,2,2430000.0,6,2,,,,,0.0171,,,
253,498,,,,0,0,,,1,1,,1,1,,,,,,,,
253,597,,,,0,0,,,1,1,,1,1,,,,,,,,
254,397,0.0,0.0,100000.0,2,1,,8333.0,2,3,174300.0,5,3,,,,,0.37,12.0,,
254,410,0.0,0.0,179000.0,2,1,,,1,1,,1,1,,,,,,,,
254,425,,,,0,0,,,1,1,2928000.0,6,1,,,,,,,,
254,431,,,,0,0,,,1,1,8425000.0,6,2,,,,,,,,
254,498,,,,0,0,,,1,1,,1,1,,,,,,,,
254,505,0.0,25.0,0.0,2,8,,,0,0,,0,0,,,,,,,,
254,635,0.0,25.0,0.0,2,8,,,1,1,,1,1,,,,,,,,
254,1194,0.0,25.0,0.0,2,8,,,1,1,,1,1,,,,,,,,
254,1195,0.0,25.0,0.0,2,8,,,1,1,,1,1,,,,,,,,
254,1196,0.0,25.0,0.0,2,8,,,0,0,,0,0,,,,,,,,
254,1198,0.0,25.0,0.0,2,8,,,1,1,,1,1,,,,,,,,
254,1217,0.0,25.0,0.0,2,8,,,0,0,,0,0,,,,,,,,
254,1792,0.0,25.0,0.0,2,8,,,0,0,,0,0,,,,,,,,
254,1970,,,,0,0,,,1,1,,1,1,,,,,,,,
254,2049,,,,0,0,,,1,1,,1,1,,,,,,,,
254,2097,,,,0,0,,,1,1,,1,1,,,,,,,,
255,425,,,,0,0,,,1,1,1218600.0,6,1,,,,,,,,
255,1195,,,,0,0,,,1,1,,1,1,,,,,,,,
255,1196,,,,0,0,,,1,1,,1,1,,,,,,,,
255,1790,,,,0,0,,,1,1,,1,1,,,,,,,,
255,1970,,,,0,0,,,1,1,,1,1,,,,,,,,
257,2054,,,,0,0,,,1,1,,1,1,,,,,,,,
258,1749,,,,0,0,,,1,1,,1,1,,,,,,,,
258,1762,,,,0,0,,,1,1,,1,1,,,,,,,,
261,843,,,,0,0,,43536.0,3,3,5044.0,11,1,,,,,,9.8,,
261,1263,,,,0,0,,,1,1,,1,1,,,,,,,,
261,1265,,,,0,0,,,1,1,,1,1,,,,,,,,
268,1194,,,,0,0,,,1,1,,1,1,,,,,,,,
270,344,,,,0,0,,,2,3,,15,3,,,,,,,,
270,394,0.0,0.0,30150.0,2,8,,,0,0,,0,0,,,,,,,,
270,640,,,,0,0,,,1,1,,1,1,,,,,,,,
270,1198,,,,0,0,,,1,1,,1,1,,,,,,,,
270,1310,100.0,200.0,0.0,2,8,,,1,1,,1,1,,,,,,,,
270,1440,100.0,200.0,0.0,2,8,,,1,1,,1,1,,,,,,,,
270,1449,100.0,200.0,0.0,2,8,,,1,1,,1,1,,,,,,,,
270,1490,100.0,200.0,0.0,2,8,,,1,1,,1,1,,,,,,,,
270,1784,100.0,200.0,0.0,2,8,,,0,0,,0,0,,,,,,,,
270,1798,0.0,0.0,50000.0,2,1,,,1,1,,1,1,,,,,,,,
270,1964,,,,0,0,,,1,1,,1,1,,,,,,,,
270,1965,,,,0,0,,,1,1,,1,1,,,,,,,,
274,428,,,,0,0,,,1,1,34140000.0,6,2,,,,,,,,
274,428,,,,0,0,,,1,1,7752000.0,6,2,,,,,,,,
274,1185,,,,0,0,,,1,1,,1,1,,,,,,,,
274,1474,0.0,0.0,64000.0,2,1,,,1,3,17.0,14,1,34.0,,,,,,,
275,110,,,,0,0,,,1,1,,1,1,,,,,,,,
276,367,,,,0,0,,,1,1,,1,1,,,,,,,,
276,427,,,,0,0,,,1,1,291232.0,6,2,,,,,,,,
276,428,,,,0,0,,,1,1,34140000.0,6,2,,,,,,,,
276,428,,,,0,0,,,1,1,7752000.0,6,2,,,,,,,,
276,631,,,,0,0,,,1,1,,1,1,,,,,,,,
276,634,,,,0,0,,,1,1,,1,1,,,,,,,,
276,717,,,,0,0,,,1,1,,1,1,,,,,,,,
276,1227,,,,0,0,,,1,1,,1,1,,,,,,,,
276,1241,,,,0,0,,,1,1,,1,1,,,,,,,,
276,1251,,,,0,0,,,1,1,,1,1,,,,,,,,
276,1275,,,,0,0,,,1,1,,1,1,,,,,,,,
276,1660,,,,0,0,,,1,1,,1,1,,,,,,,,
276,1784,,,,0,0,,,1,1,,1,1,,,,,,,,
276,1846,,,,0,0,,,1,1,,1,1,,,,,,,,
276,1958,,,,0,0,,,1,1,,1,1,,,,,,,,
276,1973,,,,0,0,,,1,1,,1,1,,,,,,,,
276,1985,,,,0,0,,,1,1,,1,1,,,,,,,,
277,1958,,,,0,0,,,1,1,,1,1,,,,,,,,
280,369,,,,0,0,,,1,1,,1,1,,,,,,1.2,,
280,484,,,,0,0,,287806.0,1,1,,1,1,,,,,,,,
280,1786,,,,0,0,,,1,1,,1,1,,,,,,,,
280,1975,,,,0,0,,,1,3,600.0,2,1,,,,,,,,
280,2053,,,,0,0,,21445.0,2,3,402.0,12,1,,,,,,,,
286,1272,,,,0,0,,,1,1,,1,1,,,,,,,,
291,1659,,,,0,0,,,1,1,,1,1,,,,,,,,
291,1731,,,,0,0,,,1,3,491.0,2,1,,,,,,,,
294,694,0.0,0.0,203000.0,5,1,,59938.0,5,3,5000.0,2,1,,,,,,,,
295,45,,,,0,0,,,1,1,265.0,12,3,22.5,,,,0.28,,,
295,186,0.0,0.0,5600.0,4,1,8.0,9504.0,4,3,43200.0,5,3,,,,,,,,
295,484,,,,0,0,,80000.0,6,1,,1,1,,,,,,,,
295,609,,,,0,0,,,1,1,,1,1,,,,,,,,
295,620,,,,0,0,,,1,1,,1,1,,,,,,,,
295,625,100.0,300.0,0.0,2,35,,,1,1,,1,1,,,,,,,,
295,634,,,,0,0,,,1,1,,1,1,,,,,,,,
295,762,,,,0,0,,,1,1,,1,1,,,,,,,,
295,839,0.0,0.0,70000.0,3,1,,132000.0,3,3,24000.0,11,1,,,,,,0.5,,
295,848,100.0,300.0,0.0,2,1,,,0,0,,0,0,,,,,,,,
295,1267,,,,0,0,,,1,1,,1,1,,,,,,,,
295,1531,,,,0,0,,,1,1,,1,1,,,,,,,,
295,1565,0.0,0.0,2490.0,3,1,,15354.0,3,3,1531.0,11,3,,,,,,0.2,,
295,1577,0.0,0.0,1200.0,3,1,,4125.0,3,3,284.0,11,3,,,,,,0.8,,
295,1582,0.0,0.0,14100.0,3,1,,10764.0,3,3,981.0,11,3,,,,,,1.3,,
295,1585,0.0,0.0,1600.0,3,1,,1192.0,3,3,210.6,11,3,,,,,,1.3,,
295,2055,,,,0,0,,7000.0,2,3,,1,1,,,,,,,,
295,2060,,,,0,0,,,1,1,,1,1,,,,,,,,
295,2098,,,,0,0,,,1,1,,1,1,,,,,,,,
296,459,,,,0,0,,,1,1,,1,1,,,,,,,5.0,6.0
296,675,,,,0,0,,1268240.0,3,3,,1,1,,,,,,,,
296,1204,1500.0,4500.0,0.0,2,1,,,1,1,,1,1,,,,,,,,
296,1357,,,,0,0,,,1,1,50000.0,12,3,,,,,,,,
296,1911,,,,0,0,,,1,1,2000.0,12,3,,,,,,,,
298,425,,,,0,0,,,1,1,316800.0,6,1,,,,,,,,
304,164,0.0,0.0,8620.0,3,1,,51724.0,3,3,380000.0,7,1,1080.0,,,,,0.17,,
307,2120,0.0,0.0,11014.13,2,1,0.0,0.0,1,1,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
307,2121,0.0,0.0,9313.39,2,1,0.0,0.0,1,1,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
308,440,,,,0,0,,299000.0,3,3,32000.0,11,3,,,,,,,,
308,1786,0.0,5000.0,0.0,2,1,,,1,1,,1,1,,,,,,,,
309,1574,0.0,0.0,2300.0,3,1,,1720.0,3,3,124.0,11,3,,,,,,1.3,,
309,1583,0.0,0.0,18000.0,3,1,,23600.0,3,3,3077.0,11,3,,,,,,0.8,,
310,644,0.0,0.0,250000.0,5,1,,,1,1,,1,1,,,,,,,,
310,1677,0.0,0.0,14385.0,5,1,,,0,0,,0,0,,,,,,,,
310,2068,,,,0,0,,,1,1,,1,1,,,,,,,,
311,143,,,,0,0,,,1,1,,1,1,,,,,,,,
312,86,,,,0,0,,95000.0,3,3,31400.0,11,3,,,,,,,,
312,141,,,,0,0,,430000.0,3,3,48000.0,11,3,,,,,,,,
312,143,,,,0,0,,490000.0,3,3,70000.0,11,3,,,,,,,,
312,170,,,,0,0,,,1,1,,1,1,,,,,,,,
312,443,0.0,0.0,200.0,9,1,,50.0,9,3,145.0,5,1,,,,,,4.0,,
312,620,,,,0,0,,,1,1,,1,1,,,,,,,,
312,626,,,,0,0,,,1,1,,1,1,,,,,,,,
312,661,0.0,0.0,0.0,3,1,,500000.0,3,3,,1,1,,,,,,,,
312,675,,,,0,0,,1134000.0,3,3,,1,1,,,,,,,,
312,1835,,,,0,0,,,1,1,,1,1,,,,,,,,
317,526,0.0,0.0,200000.0,7,1,,1013000.0,7,3,225000.0,5,1,,,,,,0.25,,
320,103,0.0,0.0,616.0,3,1,8.0,1322.0,3,3,,1,1,7.0,,,,,0.5,,
320,165,0.0,0.0,5672.0,3,1,,3839.0,3,3,17197.0,7,1,52.0,,,,,1.5,,
320,167,,,,0,0,,8000.0,3,3,1200.0,11,3,,,,,,,,
320,669,,,,0,0,,,1,1,,1,1,,,,,,,,
320,1786,,,,0,0,,,1,1,,1,1,,,,,,,,
320,2071,,,,0,0,,,1,1,,1,1,,,,,,,,
321,162,0.0,0.0,200000.0,3,1,,366324.0,3,3,106199.0,15,3,311163.0,,,,,0.5,,
321,784,0.0,0.0,26500.0,5,1,,,1,3,554.0,2,1,39.0,,,,,,,
321,1227,,,,0,0,,,1,1,,1,1,,,,,,,,
321,1566,0.0,0.0,80000.0,3,1,,23000.0,3,3,2700.0,11,3,,,,,,3.5,,
321,1577,0.0,0.0,2264.0,3,1,,7795.0,3,3,67779.0,5,3,,,,,,0.3,,
321,1577,0.0,0.0,2264.0,3,1,,1070.0,3,3,95.0,11,3,,,,,,0.9,,
321,1579,0.0,0.0,1797.0,3,1,,6011.0,3,3,843.0,11,3,,,,,,0.3,,
321,1580,0.0,0.0,995.0,3,1,,2283.0,3,3,439.0,11,3,,,,,,,,
321,1583,0.0,0.0,587.0,3,1,,1135.0,3,3,148.0,11,3,,,,,,0.5,,
321,1587,0.0,0.0,6120.0,3,1,,21460.0,3,3,2298.0,11,3,,,,,,0.3,,
321,1639,0.0,0.0,112846.0,5,1,,,1,3,2080.0,2,1,146.0,,,,,,,
322,1441,,,,0,0,,,1,1,,1,1,,,,,,,,
322,1556,,,,0,0,,,1,1,,1,1,,,,,,,,
322,1768,,,,0,0,,,1,1,,1,1,,,,,,,,
322,1813,,,,0,0,,,1,1,,1,1,,,,,,,,
322,1836,,,,0,0,,,1,1,,1,1,,,,,,,,
322,1837,,,,0,0,,,1,1,,1,1,,,,,,,,
322,1840,,,,0,0,,,1,1,,1,1,,,,,,,,
322,1887,,,,0,0,,,1,1,,1,1,,,,,,,,
322,1888,,,,0,0,,,1,1,,1,1,,,,,,,,
322,1889,,,,0,0,,,1,1,,1,1,,,,,,,,
322,1890,,,,0,0,,,1,1,,1,1,,,,,,,,
322,1912,,,,0,0,,1640000.0,3,3,,1,1,,,,,,,,
322,1914,,,,0,0,,250000.0,3,3,,1,1,,,,,,,,
322,1915,,,,0,0,,721754.0,3,3,,1,1,,,,,,,,
322,1916,,,,0,0,,,1,1,,1,1,,,,,,,,
322,1917,,,,0,0,,360000.0,3,3,,1,1,,,,,,,,
322,1918,,,,0,0,,,1,1,,1,1,,,,,,,,
322,1919,,,,0,0,,400000.0,3,3,,1,1,,,,,,,,
322,1921,,,,0,0,,,1,1,,1,1,,,,,,,,
322,1922,,,,0,0,,,1,1,,1,1,,,,,,,,
322,1923,,,,0,0,,,1,1,,1,1,,,,,,,,
322,1924,,,,0,0,,,1,1,,1,1,,,,,,,,
322,1925,,,,0,0,,,1,1,,1,1,,,,,,,,
322,1926,,,,0,0,,,1,1,,1,1,,,,,,,,
322,1927,,,,0,0,,,1,1,,1,1,,,,,,,,
322,1928,,,,0,0,,,1,1,,1,1,,,,,,,,
322,1929,,,,0,0,,,1,1,,1,1,,,,,,,,
325,37,0.0,0.0,9500.0,3,1,8.0,,1,1,,1,1,,,,,,,,
325,47,,,,0,0,,,1,1,,1,1,,,,,,2.1,,
325,50,,,,0,0,,1800000.0,3,3,221000.0,11,3,,,,,,,,
325,368,,,,0,0,,,1,1,,1,1,,,,,0.25,,,
325,851,0.0,0.0,150000.0,3,1,,78930.0,3,1,,1,1,,,,,,1.9,,
325,866,0.0,0.0,130000.0,3,1,,120000.0,3,3,,1,1,,,,,,1.08,,
328,487,,,,0,0,,3114.0,6,3,,1,1,224.0,,,,,3.5,,
329,49,,,,0,0,,,3,3,,1,1,,,,,,,,
329,63,0.0,0.0,1000000.0,5,1,,,1,1,2750.0,12,3,220.0,,,,,,,
329,66,,,,0,0,,,1,1,,1,1,,,,,,,,
329,97,0.0,0.0,1363.0,3,1,,1243.0,3,3,9650.0,5,3,8.5,,,,,,,
329,103,0.0,0.0,3208.0,3,1,,291.0,3,3,5335.0,5,3,1.0,,,,,1.0,,
329,103,0.0,0.0,3208.0,3,1,,1309.0,3,3,24006.0,5,3,5.0,,,,,,,
329,199,,,,0,0,,45480.0,2,3,505.0,12,3,,,,,0.4,,,
329,200,0.0,0.0,502843.0,2,1,,279357.0,2,3,905.0,12,3,,,,,,1.8,,
329,201,,,,0,0,,,1,1,,1,1,,,,,,,,
329,202,0.0,0.0,426445.0,2,1,,,1,1,205.0,12,3,158.0,,,,,,9.0,23.0
